title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
Bar Zugasti,,55,"4,4",10-20€,,"Zugastinobia Kalea, 11, Errekalde, 48012 Bilbo, Bizkaia",{},,"['Venimos de un restaurante y pedimos treinta (30) cafés a las 14,40h.\nVa el tío y nos dice que no, que ya ha limpiado la cafeter…Más', 'Típico de pintxos, zuritos y muy buena carta de vinos. Lo lleva un matrimonio muy agradable. Sales con ganas de volver.…Más', 'Bar en la zona de Zugastinovia\nLa calle es peatonal y hay mesas y sillas…Más']","['13 feb 2024 — Bar Zugasti n.º 139 entre los pubs y bares de Bilbao: 55 opiniones y 20 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', '1 ene 2019 — Bar moderno situado en la calle de poteo de ""Zugasti"". No tiene muchos pintxos en barra pero no están mal las rabas muy ricas cuestan 5€.', 'La carta actualizada de Bar Zugasti. Precios y opiniones de los clientes sobre sus platos.']"
Bar Mugi,Restaurante de gestión fa000iar que ofrece tapas y bocadillos en un comedor acogedor.,13000,"4,4",10-20€,,,"{'miércoles': ['11:00–16:00', '19:00–24:00'], 'jueves': ['11:00–16:00', '19:00–24:00'], 'viernes': ['11:00–16:00', '19:00–24:00'], 'sábado': ['Cerrado'], 'domingo': ['11:00–16:00', '19:00–24:00'], 'lunes': ['11:00–16:00', '19:00–24:00'], 'martes': ['11:00–16:00', '19:00–24:00']}",,"['@ mugí bilbao\nMenudo espectáculo de pinchos y atención nos atiende laura…Más', 'Nos gustó muchísimo , lo encontramos de chiripa dando un paseo buscando donde comer y fuimos en 3 ocasiones , los pinchos riquísimos y la pluma a la brasa…Más', 'Fuimos a las 22:40 y preguntamos si nos daban de cenar. Nos dijeron que cerraban a las 23 h pero que nos atendían. En cuanto pedimos empezaron a recoger todo,…Más']","['Ubicación y contacto. Licenciado poza 55 48013 48013 Bilbao España. Indautxu.', 'El Mugi Bilbao Bilbao Bizkaia. 1337 Me gusta. Una taberna localizada en el centro de Bilbao con una gran bodega de vinos y champanes así como un.', 'TIPOS DE COMIDA. Bar Española ; Comidas. Almuerzo Cena ; CARACTERÍSTICAS. Reservas Asiento Acceso para silla de ruedas Sirve alcohol Bar completo Servicio...']"
Bar Eli,,34,"4,0",1-10€,,"Etxetxua Plaza, 8, Errekalde, 48012 Bilbo, Bizkaia","{'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00'], 'viernes': ['9:00–24:00'], 'sábado': ['9:00–24:00'], 'domingo': ['11:00–16:30'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00']}",,"['Estuve hace poco de visita en Bilbao. Nada más entrar vi la barra de pintxos y comencé a salivar...increíble la calidad y el cariño que se aprecia en la…Más', 'Esta mañana, pintxos recien hechos. Bocadillo de tortilla de jamón y un vino. Alberto siempre atendiendo al cliente con una sonrisa.…Más', 'Siempre que voy desde la Rioja a ver al Athletic me paso por el Eli. La barra es impresionante de un a variedad y calidad que es casi imposible encontrar en…Más']","['Especialidad: Bar tradicional. Contacto. Plaza de La Casilla 9 Bilbao. 944...', 'distrito de ERREKALDE. Puedes ponerte en contacto con este bar en el teléfono 944444531 o utilizando el formulario que verás en esta misma página. Además si...', '16 ene 2024 — Bar Eli n.º 337 entre los pubs y bares de Bilbao: 33 opiniones y 3 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.']"
La Jamonería de Basurto,,480,"4,7",1-10€,,"Novia Salcedo K., 10, Basurtu-Zorrotza, 48012 Bilbo, Bizkaia","{'miércoles': ['18:00–24:00'], 'jueves': ['18:00–24:00'], 'viernes': ['12:00–24:00'], 'sábado': ['12:00–24:00'], 'domingo': ['12:00–16:00'], 'lunes': ['Cerrado'], 'martes': ['18:00–24:00', 'Actualizado por teléfono hace 5 semanas']}",,"['Buena calidad y un servicio espectacular. Un lugar perfecto donde picotear algo a un buen precio y siempre muy bien atendido. La única pega es que el local no…Más', 'Padre e hijo lo saben hacer bien, además de que es uno de los sitios en Bilbao para comer embutido de calidad y otras cosas de su gran oferta. Ánimo y seguir así que seguirá sien…Más', 'No hay pero en la jamonería, si hablamos del servicio, increíble, la txabala un encanto y una gran profesional, josu sin comentario, encantador y el jefe otro…Más']","['Un local con una amplia terraza que te ofrece productos de primerísima calidad. Raciones embutidos conservas quesos y un largo etcétera. No te vayas sin...', 'Nuestro horario es de martes a jueves: de 18:00 a 24:00. Viernes y sábado de 12:00 a 24:00 y. Domingos de 12:00 a 18:00. Lunes cerrado por descanso.', 'Somos un bar jamoneria donde se pueden degustar una selección de buenos vinos y buenas cervezas así como raciones y pinchos de excelente calidad.']"
Bar Izarra,,38,"4,4",€,Se permite traer comida del exterior· Tiene terraza· Se puede bailar,"Machín K., Errekalde, 48012 Bilbo, Bizkaia","{'miércoles': ['11:00–22:30'], 'jueves': ['11:00–22:30'], 'viernes': ['11:00–22:30'], 'sábado': ['Cerrado'], 'domingo': ['Cerrado'], 'lunes': ['11:00–22:30'], 'martes': ['11:00–22:30']}",,"['Trato profesional excelente, buena atención y mejor personal', 'Lugar agradable frente a la plaza de toros\nY buen cafe', 'un sitio súper agradable donde tomar un Pimtxito un vinito y un café súper rico y más rico los combinados 5 ESTRELLAS DE 5']","['... Bar completo Vino y cerveza Wifi gratuito Acepta tarjetas de crédito ... Calidad/precio: 4. LA BARRA DE LUISA IZARRA Bilbao - Abando - Menú Precios y...', '11 feb 2024 — Bar Izarra n.º 79 entre los pubs y bares de Bilbao: 37 opiniones y 18 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', 'Bar Izarra · Testimonials · Gallery · Contact Us. Address. Get directions. Machín Kalea. 48012 Bilbo. Bizkaia.']"
Bar Lauko,,202,"4,2",€,,"Gordóniz Kalea, 93, Errekalde, 48002 Bilbo, Bizkaia","{'miércoles': ['9:00–24:00'], 'jueves': ['9:00–24:00'], 'viernes': ['9:00–24:00'], 'sábado': ['9:00–24:00'], 'domingo': ['9:00–24:00'], 'lunes': ['9:00–24:00'], 'martes': ['Cerrado']}",,"['Buenas Rabas, muy ricas☺️…Más', 'Muy buena atención y servicio', 'Es un bar normal pero tiene una terraza con mesas y sillas y está al lado de un campo de futbito y un parque, genial para estar un rato con los niños, mascotas o familia y el dueño muy ma…Más']","['Explora Bilbao con RUTAS bilbaoDendak. Descubre con nuestras rutas guiadas a través del comercio un Bilbao que no conocías.', '27 dic 2023 — Lauko taberna n.º 346 entre los pubs y bares de Bilbao: 198 opiniones y 4 fotos detalladas. Localízalo en el mapa y llama para reservar...', 'BAR LAUKO en BILBAO Gordóniz 93 -  48002 BILBAO.']"
Bar café El budare’s,,18,"4,9",10-30€,,"C/ Gral. Eguia, 8, Abando, 48010 Bilbao, Biscay",{},,"['Excelente servicio. Comida muy deliciosa auténtica venezolana. Se los recomiendo al 1000% volveré muy pronto…Más', 'Para repetir ! Delicioso sazón , rica hamburguesa . Atención y buen ambiente.…Más', 'La mejor comida venezolana que he probado en bilbao ,sin duda alguna un 10 y la atención más que buena.\nVolveré sin duda alguna .…Más']","['16 oct 2023 — bar cafe budares bilbao. 6.9M visualizaciones. Descubre en TikTok videos relacionados con bar cafe budares bilbao. probandobilbao.', ""En Bar Café El Budare's de Bilbao podrás disfrutar de unas deliciosas hamburguesas al más puro estilo americano con ese pan blando condimentado con los..."", 'Calle general Egia 8 indautxtu tenemos reparto a domicilio con just eat desde las 18:00 todas las mañanas abrimos con ricos desayunos venezolanos.']"
Zaka Restaurante,Restaurante a la última decorado con un estilo retro que sirve pinchos de salmón curado y carrillera de cerdo vino y cócteles.,26000,"4,3",20-30€,,"Simón Bolívar Kalea, 11, Abando, 48011 Bilbo, Bizkaia","{'miércoles': ['7:30–24:00'], 'jueves': ['7:30–0:30'], 'viernes': ['7:30–1:00'], 'sábado': ['11:00–1:00'], 'domingo': ['11:00–24:00'], 'lunes': ['7:30–24:00'], 'martes': ['7:30–24:00']}",,"['Sitio magnífico en Bilbao con un menú extraordinario.\nCocina de calidad y materia prima excelente.…Más', 'El lugar en sí es agradable, aunque los turnos de comida obligan a comer de forma apresurada.…Más', 'La comida muy rica no le pongo la máxima puntuación porque le faltaba temperatura a los platos ,estaba la comida templada ...y al preguntarle al camarero si el…Más']","['Zaka cocina de aquí y de siempre. Carta variada compuesta de raciones para compartir carnes pescados platos típicos en Indautxu Bilbao.', 'Tienen un menú del día variado muy rico y a muy bien precio. Las cantidades son generosas y el sitio muy amplio y bonito.', 'Zaka Restaurante · Page · Tapas Bar & Restaurant · +34 944 01 45 61 · zakarestaurante.com · Rating · 4.3 182 Reviews.']"
Bar restaurante GABIÑA,,285,"4,6",10-20€,,"Poza Lizentziatuaren Kalea, 62, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia",{},,"['Muy bien menú del día y económico. La única pega es que se pasa un poco de frío comiendo.…Más', 'Excelente menú. Platos de cuchara como en casa. Servicio muy bueno…Más', 'Mejor sitio de Bilbao para comer. Excelente relación calidad precio... muy recomendable…Más']","['El restaurante Cerveceria Gabiña ofrece comida para llevar? ... Calidad/precio: 3.5. CERVECERIA GABIÑA Bilbao - Fotos Número de Teléfono y Restaurante Opiniones...', 'Cervecería Gabiña Bilbao. 15 likes · 3 talking about this. Desayunos menú del día asador de pollos cervecería.', '12/01/2024: Bar de categoría en el barrio de Castaños. Buen producto y resaltar la atención de los camareros que te hacen sentir en casa. Destacar el buen humor...']"
Cafe Bilbora,,32,"3,1",,Tiene terraza,"Ametzola Parkea, Errekalde, 48012 Bilbo, Bizkaia",{},,"['Pinchos de tortilla descuidados, se les quema y les dan la vuelta para ocultarlo. Cuando le haces una observación te dice el dueño que sólo está un poco quemada. El mejor sitio de Bilbao s…Más', 'Un bar ubicado en una plaza cerca de un parque y columpios.\nBuena terraza para que se junten familias y un bar donde se sirven refrescos,…Más', 'Local en amezola bastante dejado. Los pintxos su aspecto muy cutre.\nLa camarera de gafas desagradable como ella sola.…Más']","['11 feb 2024 — Bilbora kafetegia n.º 811 entre los pubs y bares de Bilbao: 31 opiniones y 2 fotos detalladas. Localízalo en el mapa y llama para reservar...', 'La carta actualizada de Bilbora kafetegia pub y bar. Precios y opiniones de los clientes sobre sus platos.', 'Cafe Bilba · CAFE BILBA Bilbao - Castaños - Fotos Número de Teléfono y Restaurante Opiniones - Tripadvisor.']"
Bar Restaurante Udala Bilbao,,74,"4,4",10-20€,,"Errekakoetxe Kalea, 2, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['8:00–17:00'], 'jueves': ['8:00–17:00'], 'viernes': ['8:00–17:00'], 'sábado': ['8:00–17:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–17:00'], 'martes': ['8:00–17:00']}",944 21 01 82,"['Comida casera de verdad! el sitio perfecto para un menú del día...si estás por ahí y quieres comer comida tradicional a buen precio... es el sitio! Sin florituras pero rico.…Más', 'Miguel y Loli es increíble lo bien q se come y lo bien q tratan y a un precio impresionante…Más', 'Si quieren disfrutar de comida calidad casera, vayan, no se van a arrepentir. Y precio económico 27€ total para 2 personas (2 platos, postre, pan, bebida y cortaditos). Y el servicio…Más']","['El restaurante Bar Restaurante Udala está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio:...', 'Consigue las mejores ofertas para Bar Restaurante Udala en Bilbao y conoce la nota y posición en el ranking de GastroRanking.', 'El restaurante tiene dos plantas sirven desayunos sandwiches y menu del día. Puedes comer en mesa o en la barra. La calidad de los platos es buena. Raciones...']"
Patio Bilbao,,303,"4,1",10-20€,,"Kalea Manuel Allende, 21, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['11:00–23:00'], 'jueves': ['11:00–23:00'], 'viernes': ['11:00–12:00'], 'sábado': ['0:00–12:00'], 'domingo': ['0:00–17:00'], 'lunes': ['11:00–23:00'], 'martes': ['11:00–23:00']}",,"['Me ha encantado el establecimiento , muy buen personal , muy amables con comida deliciosa. Viva imagen de calidad precio . Volveremos ❤️…Más', 'Hemos ido un sábado a comer el menú de 14,90€, en principio puede parecer que vas a salir con hambre ya que las raciones no son muy grandes, pero en absoluto.…Más', 'Restaurante que cuenta con dos comedores muy armonizados, con espacio y sitio entre mesas. Además tiene una barra con pinchos para algo rápido. Tienen un buen…Más']","['El restaurante Patio Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 4; Calidad/precio: 4...', 'Buena barra de pintxos cuidada selección de vinos y cervezas en un local con encanto y en el que además disfrutarás de una carta original y sabrosa.', 'Buena barra de pintxos selección de vinos y cervezas tablas picoteo y una carta original y sabrosa además de menú del día y plato express...']"
Bar Etxetxua,,472,"4,2",1-10€,,"Zugastinobia Kalea, 1, Errekalde, 48012 Bilbo, Bizkaia","{'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00'], 'viernes': ['8:00–24:00'], 'sábado': ['10:00–24:00'], 'domingo': ['10:00–16:00'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00']}",,"['Solemos ir los jueves al pizzapote y esta genial, los camareros son supermajos y las pizzas y la cerveza están muy buenas.…Más', 'Muy buen local, con personal estupendo...Un café ☕muy rico y mejores pinchos,sandwiches🥪 y bollería 🥯para acompañar...Muy buen ambiente y ofertas pintxo-pote…Más', 'Me ha gustado la atención, no hemos picado nada.…Más']","['6 ene 2024 — Bar Etxetxua n.º 19 entre los pubs y bares de Bilbao: 468 opiniones y 1 foto detallada. Localízalo en el mapa y llama para reservar mesa.', '9 jun 2020 — Lectores recomiendan este bar de Bilbao Zugastinobia 1', 'Bar Etxetxua Bilbao. 2 Me gusta · 3 personas estuvieron aquí. Bar.']"
Bar KOLOREZ,,16,"4,6",,,"Alameda de Recalde, 74, Recalde, 48012 Bilbao, Biscay",{},,"['Cafetería cerca de la plaza de toros, abre temprano por la mañana, para los trabajadores puedan desayunar e ir calientes al trabajo.…Más', 'Es un bar grande con muchas mesas y está muy bien ,tiene pinchos muy ricos y cumple con las medidas contra el cobi…Más', 'Estuve esperando media hora para que me sirvieran.No habia casi ningun cliente y para mas inri,escuche comentar a la camarera…Más']","['10 ene 2024 — Bar KOLOREZ n.º 70 entre los pubs y bares de Bilbao: 16 opiniones y 1 foto detallada. Localízalo en el mapa y llama para reservar mesa.', 'Consigue las mejores ofertas para Bar KOLOREZ en Bilbao y conoce la nota y posición en el ranking de GastroRanking.', 'Kolorez es un bar en el corazón de Bilbao que ofrece una experiencia única de comida y bebida. Se puede comer en el establecimiento por lo que es perfecto para...']"
Zutik Cardiles Restaurante,,209,"3,7",1-20€,,"Calle Gral. Concha, 3, Abando, 48008 Bilbao, Biscay","{'miércoles': ['7:00–24:00'], 'jueves': ['7:00–24:00'], 'viernes': ['7:00–1:00'], 'sábado': ['7:00–1:00'], 'domingo': ['8:00–16:00'], 'lunes': ['7:00–24:00'], 'martes': ['7:00–24:00']}",,"['Un excelente lugar donde ir a comer un menú del día, en el que la relación calidad-precio es muy buena. Comida que te transporta directamente a Colombia sin…Más', 'Menú ""degustación"". Más o menos lo que uno se puede esperar de una cena por ese precio. La ensalada de pollo crujiente, no tenía pollo, por lo tanto empezamos…Más', 'Pongo 1 estrella porque no hay 0, el sándwich con la lechuga vieja y full de una salsa hecha con mayonesa de mala calidad, que me ha dejado fatal del estómago.…Más']","['Ubicación y contacto. General concha n 3 Cerca Plaza Moyua 48008 Bilbao España.', 'Comida que te transporta directamente a Colombia sin salir de Bilbao. La atención fue muy amena. La sala restaurante es muy amplia y tranquila. Si quieres una...', 'Amigos as del buen comerZutik Cardiles restaurante en General Concha 3 Bilbao les invita: Este fin de semana a reencontrarnos con nuestra gastronomía.']"
Restaurante Egaña Bar,,501,"4,2",€,,"Egaña Kalea, 14, Abando, 48010 Bilbo, Bizkaia",{},,"['Nuestra experiencia ha sido en un pedido a domicilio por Ju...Ea... y todo lamentable, se equivocan y echan la culpa a lo que sea, el chorizo de lochas para…Más', 'Es un bar con buen Menú del día y algo caro a la Carta. Tomamos Ensalada de ventresca y pimientos los dos, 2 bacalaos pil pil, un postre que compartimos , un…Más', 'PESIMO...no he comido peor por ese precio en mi vida ... 25€or persona en un menú básico y recalentado ... los primeros ensadas sencillas.. ..sin más..los…Más']","['Un Bar - Restaurante mítico de Indautxu referente en cocina tradicional y ambiente fa000iar celebra su 30 aniversario: en 1993 abrieron los Hermanos Hernando...', 'Ubicación y contacto. Calle Egana N 14 Street Egaña 48010 Bilbao España.', 'Bar Egaña Bilbao: Consulta 46 opiniones sobre Bar Egaña con puntuación 4 de 5 y clasificado en Tripadvisor N.°387 de 1.170 restaurantes en Bilbao.']"
