title,description,n_reviews,stars_avg,price_range,facilities,street,opening_hours,phone_number,featured_reviews,extra_content
Kalí Órexi by Labocatorio,,1000,"4,7",10-20€,Happy hour de comida· Se sirven platos veganos· Tiene Wi-Fi,"Fernández del Campo K., 31, Abando, 48010 Bilbo, Bizkaia",{},660 65 26 78,"['Fuimos por recomendación y fue un acierto. Nos recomendaron platos que,junto a otros que veíamos pasar,tenían muy buena presencia. Comimos genial. A pesar de…Más', 'Tercera vez que voy y seguro que volveré. Una muy buena oportunidad de probar la cocina griega a precio muy competitivo (8€ el plato, 4-5€ los entrantes y 3,5€…Más', 'Una experiencia auténtica y deliciosa en un rincón griego que recomiendo sin duda alguna! Esta pequeña taberna griega es un verdadero tesoro que cautiva con su…Más']","['KALÍ ÓREXI by LABOCATORIO ofrece la mejor experiencia de comida Griega a domicilio. Realiza tu pedido online o descarga nuestra app y disfruta de...', 'LABOCATORIO Bilbao - Abando - Menú Precios y Restaurante Opiniones - Tripadvisor. Bilbao; Provincia de Vizcaya; País Vasco; España; Europa. Bilbao. Turismo en...', 'Toda la información del restaurante Kalí Órexi by Labocatorio en Bilbo: Fotos opiniones de usuarios precios y menú. Reserva online de forma gratuita en...']"
Bar Kresala,,182,"4,1",1-10€,,"Lojendio, Aita Lojendio Kalea, 3, Abando, 48008 Bilbo, Bizkaia","{'sábado': ['10:30–21:00'], 'domingo': ['Cerrado'], 'lunes': ['7:30–21:00'], 'martes': ['7:30–21:00'], 'miércoles': ['7:30–21:00'], 'jueves': ['7:30–21:00'], 'viernes': ['7:30–21:00']}",846 66 25 57,"['Una joya de bar, está poco frecuentado pero cerca de un sitio donde hay meneo de gente. Productos de calidad, ambiente cálido y decoración que anima. Las cosas…Más', 'Un bar coqueto con buena música de ambiente, lugar relajado! Vengo a tomar buen café y pintxo de tortilla muy rico!! IMPORTANTE: Cervezas muy variadas!!! El señor que te …Más', 'Un bar coqueto con buena música de ambiente, lugar relajado! Vengo a tomar buen café y pintxo de tortilla muy rico!! IMPORTANTE: Cervezas muy variadas!!! El señor que te …Más']","['Un local céntrico pero algo escondido en Bilbao donde puedes comer platos increíbles a un precio más que correcto. Ideal para comer a diario o encargar una...', 'Kresala Bilbao. 346 Me gusta · 30 personas estuvieron aquí. Un nuevo bar en Bilbao en donde disfrutar de los mejores pintxos y rodeado del mejor ambiente.', 'El Kresala es un bar situado en un lugar muy concurrido junto a El Corte Inglés de la Gran Vía de Bilbao donde podrás comer platos increíbles a un precio.']"
con B de bilbao,Restaurante moderno con una decoración chic que sirve tapas típicas españolas tanto clásicas como innovadoras.,530,"4,3",1-10€,Se sirven platos vegetarianos· Tiene Wi-Fi· Tiene cambiador,"Andra Maria Kalea, 9, Ibaiondo, 48005 Bilbo, Bizkaia",{},944 15 87 76,"['El precio de los pinchos es algo superior a la media del centro de Bilbao, pero la calidad y variedad de los mismos lo compensa sobradamente; por eso repetimos…Más', 'Típico bar de pintxos en el centro de la ciudad. Al entrar te encuentras la barra llena de pintxos, la mayoría de ellos cubiertos con plástico.…Más', 'Sitio céntrico con gran variedad de pintxos, donde van cambiándolos cada día.\nLa relación calidad precio es muy buena, fue todo un acie…Más']","['El restaurante con B de bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', 'Conbde bilbao Bilbao. 2104 Me gusta · 420 personas han estado aquí. Café Restorán sito en la calle Santa María Nº 9 del casco viejo de Bilbao.', 'Fotografía de con B de bilbao Bilbao: Carta. Echa un vistazo a los 171 vídeos y fotos de con B de bilbao que han tomado los miembros de Tripadvisor.']"
Molinillo Bilbao,Bar sencillo de pinchos tradicionales cerveza y vino.,718,"3,9",10-20€,Tiene terraza· No se aceptan reservas· Se sirve comida en el bar,"Ledesma Musikariaren Kalea, 5, Abando, 48001 Bilbo, Bizkaia","{'viernes': ['7:30–2:00'], 'sábado': ['10:00–15:00'], 'domingo': ['Cerrado'], 'lunes': ['7:30–24:00'], 'martes': ['7:30–24:00'], 'miércoles': ['7:30–24:00'], 'jueves': ['7:30–24:00']}",944 24 22 76,"['Espectacular todo, se nota que cuidan la calidad del género y de los vinos.\nMuy recomendablr el de cecina y el erizo.…Más', 'Calidad buena, pero... lo de poner lista de precios de cara al cliente para cuando? Lo de decir cuanto sale la consumición para cuando? Lo de dar el ticket para cuando?', 'El sitio de Pintxos que mas nos ha gustado de Bilbao. Muy rico, buen precio y local bonito y acogedor. Muy recomendable.…Más']","['Abrir/cerrar la navegación. Inicio · Pintxos · Vinos · Tintos · Blancos · Txakoli · Otros · Cervezas Artesanales · Nuestro Local · Eventos y Catering...', 'Cafeteria El Molinillo · Puntuaciones y opiniones · Detalles · Ubicación y contacto. C. Ledesma 5 48001 Bilbao España.', 'Los mejores pinchos de Bilbao. Variedad y cantidad cada cual más rico y mejor elaborado. Se puede comer a base de pinchos un placer sensorial y gustativo.']"
Bar Mugi,Restaurante de gestión fa000iar que ofrece tapas y bocadillos en un comedor acogedor.,13000,"4,4",10-20€,Tiene terraza· Tiene comedor privado· Sillas altas disponibles,"Poza Lizentziatuaren Kalea, 55, Abando, 48013 Bilbo, Bizkaia","{'sábado': ['Cerrado'], 'domingo': ['11:00–16:00', '19:00–24:00'], 'lunes': ['11:00–16:00', '19:00–24:00'], 'martes': ['11:00–16:00', '19:00–24:00'], 'miércoles': ['11:00–16:00', '19:00–24:00'], 'jueves': ['11:00–16:00', '19:00–24:00'], 'viernes': ['11:00–16:00', '19:00–24:00']}",944 41 30 16,"['@ mugí bilbao\nMenudo espectáculo de pinchos y atención nos atiende laura…Más', 'Nos gustó muchísimo , lo encontramos de chiripa dando un paseo buscando donde comer y fuimos en 3 ocasiones , los pinchos riquísimos y la pluma a la brasa…Más', 'ricos, variados punos, y la mejor calidad en la atención del propietario. eso es muy valorado, ya que vengo del sector y es tan complicado encontrar gente que presta atención al público.']","['Ubicación y contacto. Licenciado poza 55 48013 48013 Bilbao España. Indautxu.', 'Follow. Message. Mugi Bilbao. Trabajar la calidad es nuestro leitmotiv Working quality is our leitmotiv. 82 posts; 2115 followers; 281 following...', '- El Mugi Bilbao - Bar Alameda Bilbao - Restaurante Gredos - Joyería Suarez - Tiendas Laucirica - Gerardo - Bilbao - Veritas Boutique Bilbao - Denis 2000']"
La Viña del Ensanche,Menú degustación y pinchos vascos con especialidades como el jamón ibérico de bellota en un bar tradicional.,46000,"4,5",€€,Es obligatorio hacer una reserva· Tiene terraza,"Diputazio Kalea, 10, Abando, 48008 Bilbo, Bizkaia","{'sábado': ['13:00–22:30'], 'domingo': ['Cerrado'], 'lunes': ['Cerrado'], 'martes': ['10:00–22:30'], 'miércoles': ['10:00–22:30'], 'jueves': ['10:00–22:30'], 'viernes': ['10:00–22:30']}",944 15 56 15,"['Me gustaría elogiar una camarera, cuyo nombre es Daniela. Ella tiene atención esmerada y su sonrisa es inolvidable. Y luego para la cena: ¡Fue una experiencia…Más', 'Además de carta de comida, destaca por sus pinchos. Tienen una selección de pinchos fríos, y una carta de pinchos calientes que hacen en el acto. A muy buen precio, y los camareros s…Más', 'Mi sitio favorito de Bilbao junto a Él Globo que además están uno al lado del otro. El jamón de este sitio (Joselito) está espectacular, y tienen un revuelto…Más']","['Horario. Bar terraza y taller. Martes a viernes: de 10:00 a 22:30. Sábado: de 13:00 a 22:30. Tienda. Martes a viernes: de 10:00 a 14:00 y de 17:00 a 20:00.', 'El restaurante La Viña del Ensanche está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4...', '¿Dónde quiere realizar la reserva? En La Viña del Ensanche ofrecemos dos espacios diferentes con una oferta gastronómica compartida.']"
Artajo,,673,"4,1",1-10€,Tiene terraza,"Ledesma Musikariaren Kalea, 7, Abando, 48001 Bilbo, Bizkaia","{'sábado': ['10:00–1:00'], 'domingo': ['Cerrado'], 'lunes': ['Cerrado'], 'martes': ['10:00–23:00'], 'miércoles': ['10:00–23:00'], 'jueves': ['10:00–23:00'], 'viernes': ['10:00–24:00']}",944 24 85 96,"['Bar de Pintxos de reconocida fama en Bilbao y no es para menos! Sus bravas, sus mejillones, sus croquetas y sus gildas son para volver una y otra vez!! Ideal…Más', 'Bar muy acogedor con buena atención. Los pintxos con gran variedad y bastante buenos. A pesar de estar lleno sé si está tranquilo. La decoración del bar muy ……Más', 'Lugar en zona de ambiente en Bilbao. Los pintxos están muy bien. Hay mesas para sentarse tanto en interior como en terraza (aunque para sentarse se utilizan las…Más']","['El restaurante Artajo está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3; Servicio: 3; Calidad/precio: 3; Atmósfera: 3...', 'Esta taberna se aprovecha que esta en la zona de ambiente la calidad es baja y el precio muy caro. No esperes nada especial.', 'Típico bar de pintxos y raciones en una de las calles con más ambiente de Bilbao el local es muy bonito y con un buen servicio.']"
San Marcos B&K,Desayuno tapas platos típicos españoles cócteles y vino en un bar sencillo e icónico.,292,"4,6",10-20€,Tiene terraza,"Alameda de Recalde, 47A, Abando, 48010 Bilbao, Biscay","{'sábado': ['12:30–24:00'], 'domingo': ['Cerrado'], 'lunes': ['7:45–22:30'], 'martes': ['7:45–22:30'], 'miércoles': ['7:45–22:30'], 'jueves': ['7:45–22:30'], 'viernes': ['7:45–24:00']}",944 21 79 64,"['Suelo ir a menudo, un sitio pequeño pero elegante y acogedor. Cuando no sepas dónde ir a comer, esta es una gran opción. El personal encantador, educado, amable…Más', 'Excelente restaurante en el centro de Bilbao. De casualidad había aparcado el coche en frente de este lugar y decidí probar el menú del día. Tanto la comida…Más', 'Local agradable en el que uno se siente a gusto, personal amable y servicial y buena calidad de la comida que sirven. El menú del día está muy bien y su relación calidad/precio excelente.…Más']","['En el centro de Bilbao San Marcos Bar & Kitchen abre sus puertas conservando el nombre y la esencia fa000iar. Un nombre cargado de significado y que tan...', 'San Marcos Bilbao Bilbao. 296 Me gusta · 60 personas han estado aquí. Desayunos menú del día y raciones junto a la Alhóndiga Bilbao; con gran selección...', 'Ubicación y contacto. Alameda Recalde 47 48010 Bilbao España. Abando.']"
Restaurante Txocook - Restaurante de pintxos en Bilbao,Bacalao al pilpil o kokotxas de merluza más barra de pintxos en moderna taberna con pared de ladrillo blanco.,13000,"4,1",€€,Tiene terraza· Tiene comedor privado· Sirve buenos cócteles,"Pío Baroja Plaza, 5, Abando, 48001 Bilbo, Bizkaia","{'sábado': ['10:00–24:00'], 'domingo': ['11:00–17:00'], 'lunes': ['10:00–24:00'], 'martes': ['10:00–24:00'], 'miércoles': ['10:00–24:00'], 'jueves': ['10:00–24:00'], 'viernes': ['10:00–24:00']}",944 00 55 67,"['Raciones muy grandes buen servicio y precio', 'Destaco que no comimos allí. Fuimos a tomar unas copas, el servicio deficiente,se equivocaron varias veces, tardan en recoger la vajilla que se les acumula y…Más', 'Hemos ido por primera vez y repetiremos. El sitio muy bien situado, buenas vistas. Servicio muy amable y agradable, es para felicitarles a todo el equipo.…Más']","['Una cocina con base tradicional que se une al paisaje y reinterpreta el recetario vizcaíno de la mano de Aitor Elizegi y su equipo.', 'Ubicación y contacto. Uribitarte 1 Nervion 2 48001 Bilbao España. Abando.', 'picoteo txocook. Platos para compartir. ENSALADA de bonito lechugas rojas y verdes piparras cebolla roja17€. ENSALADA DE TOMATE de baserri con ajo negro y...']"
Bar Ledesma,Callos con garbanzos o alcachofas rellenas de marisco en local con barra con fotos antiguas y pared de piedra.,29000,"4,0",1-10€,Tiene terraza· Se sirven platos veganos· Se puede bailar,"Ledesma Musikariaren Kalea, 14, Abando, 48001 Bilbo, Bizkaia",{},944 24 85 77,"['Fuimos como a 8 sitios y ninguno nos quería recibir por no tener reserva (varios de ellos con mesas vacías), agradecidos con este sitio porque nos atendieron…Más', 'Espectacular comida y servicio en el centro de Bilbao. Pedimos el plato único para comer, un pollo y unas alubias. Buenísimas! Una maravilla que bares del centro de una ciudad tengan este…Más', 'Lugar agradable para tomar unos pintxos. Este que probamos nos gustó bastante, tortilla de chorizo, de espinacas y alioli. Una mezcla acertada para nuestro gusto.']","['hace 6 días — El restaurante Bar Ledesma está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/...', 'Bar Ledesma Bilbao. 584 Me gusta · 1145 personas han estado aquí. Bar Ledesma. Iremos actualizando la información relativa al establecimiento.', 'Bar perfecto para comer de raciones y pinchos con amigos. Son raciones generosas y los pinchos tienen buen tamaño no te puedes quedar con hambre !!. La...']"
Bar Plaza Euskadi,,125,"4,3",1-10€,Tiene terraza,"Euskadi Pl., 3, Abando, 48009 Bilbao, Biscay","{'sábado': ['11:00–23:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–22:00'], 'martes': ['8:00–22:00'], 'miércoles': ['8:00–22:00'], 'jueves': ['8:00–22:00'], 'viernes': ['8:00–23:00']}",944 36 01 71,"['Excelentes pinchos , a resaltar el café . Terraza muy agradable . Sitio de descanso entre museos y el Parque de Doña Casilda .…Más', 'Los pinchos muy buenos, pero el personal deja mucho que desear. Muy agobiados por los clientes (que éramos 6) y encima uno hablando por teléfono. Cuando le digo ……Más', 'Estupenda atención por parte de la camarera (Adri), hacía tiempo que no nos tomábamos un destornillador tan bueno. Simpatía y buen hacer, recomendable. Con buen tiempo se está de …Más']","['PLAZA ABANDO; Plaza Circular 2; 48001 Bilbao; 946 138 923. PLAZA EUSKADI; Plaza Euskadi 3; 48009 Bilbao; 944 360 171. PLAZA GRAN VÍA; Gran Vía 81; 48011 Bilbao...', '56 opinionesN.º 24 de 69 bares y pubs en Bilbao€BarCaféEspañola. Plaza Euskadi 3 48001 Bilbao España +34 944 36 01 71 Página web Añadir horariosMejora este...', 'El entorno de la Plaza de Euskadi es un entorno de eidficios modernos de diseño y locales de hostelería vanguardistas pero el tráfico que hay cuando estás en...']"
Lur Berria Bar Restaurante,,14,"4,5",,,"Alameda de Recalde, 61, Abando, 48010 Bilbao, Biscay","{'sábado': ['7:00–12:55'], 'domingo': ['7:00–12:55'], 'lunes': ['7:00–12:55'], 'martes': ['7:00–12:55'], 'miércoles': ['7:00–12:55'], 'jueves': ['7:00–12:55'], 'viernes': ['7:00–12:55']}",735 21 06 58,"['Pinchos ricos , variados. hamburguesas riquísimas las croquetas de las mejores que e probado también tienen rabas y pulpo muy rico todo el personal muy amable .su precio es económico .…Más', 'Personal súper amable, muy profesionales y la comida riquisima y barata.\nSúper recomendable !!!', 'Es el mejor lugar para tomarse el típico mojito el mejor de bilbao.. atención de primera muy muy recomendable']","['Pinchos ricos  variados. hamburguesas riquísimas las croquetas de las mejores que e probado también tienen rabas y pulpo muy rico todo el personal muy amable .', 'Acércate hoy nuestro restaurante ubicado en Bilbao y descubre algunos de nghjuestros increíbles platos. En Lur Berria Bar Restaurante cuidamos a nuestros...', 'Necesitas un Restaurante en la zona? Consulta Lur Berria Bar Restaurante. Somos expertos en una amplia gama de menús de hamburguesa con patatas.']"
Restaurante Amaren,Platos clásicos servidos en un asador informal con paredes de piedra vista y terraza.,49000,"4,5",€€,,"Diputazio Kalea, 6, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['13:00–1:00'], 'sábado': ['13:00–1:00'], 'domingo': ['13:00–1:00'], 'lunes': ['13:00–1:00'], 'martes': ['13:00–1:00'], 'miércoles': ['13:00–1:00'], 'jueves': ['13:00–1:00']}",944 97 89 06,"['El restaurante amaren es una maravilla, tanto por el servicio como por la comida. El personal fue muy profesional y simpático, y nos atendieron con rapidez y…Más', 'Magnifico restaurante, comida para 4 personas, seguramente la mejor carne que he comido en mi vida.…Más', 'Tenía muchas ganas de probarlo porque había oído maravillas ...\nY la verdad es que me he llevado chasco , un pinchazo vamos .…Más']","['Restaurante Amaren el templo de la autentica carne de buey en el centro de Bilbao. Campeones nacionales de parrilla. Reservas en 944978906.', 'Carta del restaurante Amaren en el centro de Bilbao calle Diputación el templo de la autentica carne de buey. Reservas en el 944 978 906.', '2 feb 2024 — El restaurante Restaurante Amaren Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4...']"
